Date,Year,Month,MonthName,Quarter,StoreID,StoreName,Region,County,StoreType,Category,DonationsLbs,Revenue,UnitsSold,COGS,GrossProfit,GrossMarginPct,RevenuePerLb
2023-04-01,2023,4,Apr,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Clothing,587,540.78,89,112.74,428.03999999999996,0.7915,0.921
2023-04-01,2023,4,Apr,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Furniture,296,451.11,21,93.77,357.34000000000003,0.7921,1.524
2023-04-01,2023,4,Apr,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Electronics,212,254.22,5,70.82,183.4,0.7214,1.199
2023-04-01,2023,4,Apr,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Books & Media,202,212.67,38,53.77,158.89999999999998,0.7472,1.053
2023-04-01,2023,4,Apr,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Housewares,330,382.97,47,72.39,310.58000000000004,0.811,1.161
2023-04-01,2023,4,Apr,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Shoes,156,196.38,51,46.95,149.43,0.7609,1.259
2023-04-01,2023,4,Apr,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Accessories,137,135.42,24,33.11,102.30999999999999,0.7555,0.988
2023-04-01,2023,4,Apr,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Sports & Leisure,42,175.82,15,34.07,141.75,0.8062,4.186
2023-05-01,2023,5,May,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Clothing,606,707.45,77,185.16,522.2900000000001,0.7383,1.167
2023-05-01,2023,5,May,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Furniture,246,360.07,14,97.12,262.95,0.7303,1.464
2023-05-01,2023,5,May,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Electronics,190,366.04,8,92.46,273.58000000000004,0.7474,1.927
2023-05-01,2023,5,May,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Books & Media,175,217.09,24,40.9,176.19,0.8116,1.241
2023-05-01,2023,5,May,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Housewares,298,356.07,99,67.71,288.36,0.8098,1.195
2023-05-01,2023,5,May,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Shoes,281,265.12,29,53.67,211.45,0.7976,0.943
2023-05-01,2023,5,May,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Accessories,115,99.12,10,24.28,74.84,0.755,0.862
2023-05-01,2023,5,May,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Sports & Leisure,116,211.25,49,45.79,165.46,0.7832,1.821
2023-06-01,2023,6,Jun,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Clothing,669,665.75,75,172.75,493.0,0.7405,0.995
2023-06-01,2023,6,Jun,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Furniture,306,516.81,16,130.36,386.44999999999993,0.7478,1.689
2023-06-01,2023,6,Jun,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Electronics,255,264.52,8,72.49,192.02999999999997,0.726,1.037
2023-06-01,2023,6,Jun,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Books & Media,160,245.15,67,66.88,178.27,0.7272,1.532
2023-06-01,2023,6,Jun,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Housewares,277,372.69,55,98.81,273.88,0.7349,1.345
2023-06-01,2023,6,Jun,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Shoes,220,153.93,13,38.42,115.51,0.7504,0.7
2023-06-01,2023,6,Jun,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Accessories,157,118.27,9,22.95,95.32,0.806,0.753
2023-06-01,2023,6,Jun,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Sports & Leisure,99,128.18,13,32.08,96.10000000000001,0.7497,1.295
2023-07-01,2023,7,Jul,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Clothing,661,645.23,62,172.09,473.14,0.7333,0.976
2023-07-01,2023,7,Jul,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Furniture,333,603.03,8,147.74,455.28999999999996,0.755,1.811
2023-07-01,2023,7,Jul,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Electronics,259,298.56,7,64.95,233.61,0.7825,1.153
2023-07-01,2023,7,Jul,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Books & Media,147,178.67,23,41.86,136.81,0.7657,1.215
2023-07-01,2023,7,Jul,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Housewares,275,319.0,83,83.66,235.34,0.7377,1.16
2023-07-01,2023,7,Jul,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Shoes,211,162.52,16,32.76,129.76000000000002,0.7984,0.77
2023-07-01,2023,7,Jul,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Accessories,241,276.53,31,69.85,206.67999999999998,0.7474,1.147
2023-07-01,2023,7,Jul,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Sports & Leisure,2,111.29,10,23.05,88.24000000000001,0.7929,55.645
2023-08-01,2023,8,Aug,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Clothing,566,759.1,152,148.51,610.59,0.8044,1.341
2023-08-01,2023,8,Aug,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Furniture,369,343.87,5,71.52,272.35,0.792,0.932
2023-08-01,2023,8,Aug,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Electronics,254,385.02,6,85.46,299.56,0.778,1.516
2023-08-01,2023,8,Aug,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Books & Media,210,127.91,35,24.51,103.39999999999999,0.8084,0.609
2023-08-01,2023,8,Aug,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Housewares,269,400.35,92,91.74,308.61,0.7709,1.488
2023-08-01,2023,8,Aug,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Shoes,189,146.18,21,35.31,110.87,0.7584,0.773
2023-08-01,2023,8,Aug,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Accessories,134,130.84,14,30.13,100.71000000000001,0.7697,0.976
2023-08-01,2023,8,Aug,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Sports & Leisure,40,121.63,29,29.71,91.91999999999999,0.7557,3.041
2023-09-01,2023,9,Sep,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Clothing,583,581.99,69,127.35,454.64,0.7812,0.998
2023-09-01,2023,9,Sep,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Furniture,364,201.02,2,43.95,157.07,0.7814,0.552
2023-09-01,2023,9,Sep,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Electronics,203,279.73,7,73.99,205.74,0.7355,1.378
2023-09-01,2023,9,Sep,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Books & Media,125,204.07,45,50.95,153.12,0.7503,1.633
2023-09-01,2023,9,Sep,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Housewares,275,331.15,32,68.95,262.2,0.7918,1.204
2023-09-01,2023,9,Sep,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Shoes,216,233.14,19,51.58,181.56,0.7788,1.079
2023-09-01,2023,9,Sep,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Accessories,103,211.84,18,56.32,155.52,0.7341,2.057
2023-09-01,2023,9,Sep,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Sports & Leisure,107,130.78,29,35.34,95.44,0.7298,1.222
2023-10-01,2023,10,Oct,Q4,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Clothing,497,634.95,57,139.0,495.95000000000005,0.7811,1.278
2023-10-01,2023,10,Oct,Q4,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Furniture,272,258.16,3,61.27,196.89000000000001,0.7627,0.949
2023-10-01,2023,10,Oct,Q4,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Electronics,135,209.11,5,51.7,157.41000000000003,0.7528,1.549
2023-10-01,2023,10,Oct,Q4,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Books & Media,163,197.97,46,45.42,152.55,0.7706,1.215
2023-10-01,2023,10,Oct,Q4,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Housewares,158,356.5,32,76.68,279.82,0.7849,2.256
2023-10-01,2023,10,Oct,Q4,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Shoes,189,146.79,16,27.91,118.88,0.8099,0.777
2023-10-01,2023,10,Oct,Q4,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Accessories,103,137.94,13,34.57,103.37,0.7494,1.339
2023-10-01,2023,10,Oct,Q4,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Sports & Leisure,11,0.0,0,0.0,0.0,,0.0
2023-11-01,2023,11,Nov,Q4,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Clothing,462,669.68,159,172.59,497.0899999999999,0.7423,1.45
2023-11-01,2023,11,Nov,Q4,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Furniture,279,265.64,10,60.9,204.73999999999998,0.7707,0.952
2023-11-01,2023,11,Nov,Q4,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Electronics,168,198.05,7,37.98,160.07000000000002,0.8082,1.179
2023-11-01,2023,11,Nov,Q4,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Books & Media,151,240.89,20,52.39,188.5,0.7825,1.595
2023-11-01,2023,11,Nov,Q4,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Housewares,214,273.15,23,49.5,223.64999999999998,0.8188,1.276
2023-11-01,2023,11,Nov,Q4,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Shoes,172,196.31,47,46.21,150.1,0.7646,1.141
2023-11-01,2023,11,Nov,Q4,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Accessories,205,161.25,17,36.35,124.9,0.7746,0.787
2023-11-01,2023,11,Nov,Q4,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Sports & Leisure,100,85.21,21,17.73,67.47999999999999,0.7919,0.852
2023-12-01,2023,12,Dec,Q4,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Clothing,475,632.21,72,131.33,500.88,0.7923,1.331
2023-12-01,2023,12,Dec,Q4,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Furniture,155,222.4,3,41.76,180.64000000000001,0.8122,1.435
2023-12-01,2023,12,Dec,Q4,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Electronics,115,252.03,3,62.62,189.41,0.7515,2.192
2023-12-01,2023,12,Dec,Q4,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Books & Media,75,244.74,21,65.25,179.49,0.7334,3.263
2023-12-01,2023,12,Dec,Q4,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Housewares,221,214.33,20,59.74,154.59,0.7213,0.97
2023-12-01,2023,12,Dec,Q4,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Shoes,91,249.44,21,65.91,183.53,0.7358,2.741
2023-12-01,2023,12,Dec,Q4,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Accessories,14,77.51,13,14.39,63.120000000000005,0.8143,5.536
2023-12-01,2023,12,Dec,Q4,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Sports & Leisure,64,78.32,7,21.5,56.81999999999999,0.7255,1.224
2024-01-01,2024,1,Jan,Q1,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Clothing,486,491.21,106,135.28,355.92999999999995,0.7246,1.011
2024-01-01,2024,1,Jan,Q1,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Furniture,277,215.19,3,46.44,168.75,0.7842,0.777
2024-01-01,2024,1,Jan,Q1,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Electronics,209,331.31,4,76.87,254.44,0.768,1.585
2024-01-01,2024,1,Jan,Q1,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Books & Media,215,261.96,23,57.72,204.23999999999998,0.7797,1.218
2024-01-01,2024,1,Jan,Q1,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Housewares,292,296.74,55,57.46,239.28,0.8064,1.016
2024-01-01,2024,1,Jan,Q1,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Shoes,208,65.24,9,14.6,50.63999999999999,0.7762,0.314
2024-01-01,2024,1,Jan,Q1,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Accessories,124,7.89,0,1.73,6.16,0.7807,0.064
2024-01-01,2024,1,Jan,Q1,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Sports & Leisure,0,72.24,9,20.08,52.16,0.722,
2024-02-01,2024,2,Feb,Q1,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Clothing,576,505.94,91,94.91,411.03,0.8124,0.878
2024-02-01,2024,2,Feb,Q1,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Furniture,280,222.41,7,47.72,174.69,0.7854,0.794
2024-02-01,2024,2,Feb,Q1,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Electronics,295,233.27,7,46.47,186.8,0.8008,0.791
2024-02-01,2024,2,Feb,Q1,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Books & Media,121,98.88,19,18.68,80.19999999999999,0.8111,0.817
2024-02-01,2024,2,Feb,Q1,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Housewares,191,248.36,37,57.21,191.15,0.7696,1.3
2024-02-01,2024,2,Feb,Q1,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Shoes,149,216.62,19,58.94,157.68,0.7279,1.454
2024-02-01,2024,2,Feb,Q1,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Accessories,158,91.37,9,18.13,73.24000000000001,0.8016,0.578
2024-02-01,2024,2,Feb,Q1,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Sports & Leisure,60,0.0,0,0.0,0.0,,0.0
2024-03-01,2024,3,Mar,Q1,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Clothing,611,580.45,52,134.18,446.27000000000004,0.7688,0.95
2024-03-01,2024,3,Mar,Q1,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Furniture,283,266.14,4,54.36,211.77999999999997,0.7957,0.94
2024-03-01,2024,3,Mar,Q1,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Electronics,223,245.0,6,49.28,195.72,0.7989,1.099
2024-03-01,2024,3,Mar,Q1,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Books & Media,221,219.75,21,50.51,169.24,0.7701,0.994
2024-03-01,2024,3,Mar,Q1,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Housewares,364,341.22,34,76.15,265.07000000000005,0.7768,0.937
2024-03-01,2024,3,Mar,Q1,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Shoes,157,118.68,13,28.14,90.54,0.7629,0.756
2024-03-01,2024,3,Mar,Q1,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Accessories,136,154.33,27,29.35,124.98000000000002,0.8098,1.135
2024-03-01,2024,3,Mar,Q1,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Sports & Leisure,51,51.78,10,10.8,40.980000000000004,0.7914,1.015
2024-04-01,2024,4,Apr,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Clothing,522,698.97,58,133.65,565.32,0.8088,1.339
2024-04-01,2024,4,Apr,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Furniture,288,386.84,13,95.5,291.34,0.7531,1.343
2024-04-01,2024,4,Apr,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Electronics,331,394.21,10,101.29,292.91999999999996,0.7431,1.191
2024-04-01,2024,4,Apr,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Books & Media,135,67.55,8,13.8,53.75,0.7957,0.5
2024-04-01,2024,4,Apr,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Housewares,229,351.82,41,68.76,283.06,0.8046,1.536
2024-04-01,2024,4,Apr,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Shoes,181,233.63,36,45.19,188.44,0.8066,1.291
2024-04-01,2024,4,Apr,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Accessories,121,196.25,21,50.24,146.01,0.744,1.622
2024-04-01,2024,4,Apr,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Sports & Leisure,0,46.21,7,12.61,33.6,0.7271,
2024-05-01,2024,5,May,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Clothing,663,777.11,154,145.05,632.06,0.8133,1.172
2024-05-01,2024,5,May,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Furniture,375,395.85,14,102.73,293.12,0.7405,1.056
2024-05-01,2024,5,May,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Electronics,250,259.82,3,64.05,195.76999999999998,0.7535,1.039
2024-05-01,2024,5,May,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Books & Media,210,176.55,25,46.2,130.35000000000002,0.7383,0.841
2024-05-01,2024,5,May,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Housewares,279,204.74,33,52.16,152.58,0.7452,0.734
2024-05-01,2024,5,May,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Shoes,232,231.19,34,54.18,177.01,0.7656,0.997
2024-05-01,2024,5,May,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Accessories,118,199.38,17,48.4,150.98,0.7572,1.69
2024-05-01,2024,5,May,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Sports & Leisure,101,70.17,8,16.37,53.8,0.7667,0.695
2024-06-01,2024,6,Jun,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Clothing,651,820.26,133,168.03,652.23,0.7952,1.26
2024-06-01,2024,6,Jun,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Furniture,338,360.3,5,96.44,263.86,0.7323,1.066
2024-06-01,2024,6,Jun,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Electronics,320,265.09,9,53.79,211.29999999999998,0.7971,0.828
2024-06-01,2024,6,Jun,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Books & Media,214,288.09,30,67.49,220.59999999999997,0.7657,1.346
2024-06-01,2024,6,Jun,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Housewares,271,304.53,27,72.58,231.95,0.7617,1.124
2024-06-01,2024,6,Jun,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Shoes,250,242.17,50,57.79,184.38,0.7614,0.969
2024-06-01,2024,6,Jun,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Accessories,148,177.63,16,48.53,129.1,0.7268,1.2
2024-06-01,2024,6,Jun,Q2,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Sports & Leisure,109,114.28,12,22.31,91.97,0.8048,1.048
2024-07-01,2024,7,Jul,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Clothing,608,860.41,88,235.27,625.14,0.7266,1.415
2024-07-01,2024,7,Jul,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Furniture,291,386.85,4,102.09,284.76,0.7361,1.329
2024-07-01,2024,7,Jul,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Electronics,366,308.81,6,57.28,251.53,0.8145,0.844
2024-07-01,2024,7,Jul,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Books & Media,136,92.31,11,25.11,67.2,0.728,0.679
2024-07-01,2024,7,Jul,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Housewares,359,286.81,39,58.07,228.74,0.7975,0.799
2024-07-01,2024,7,Jul,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Shoes,211,227.79,29,50.54,177.25,0.7781,1.08
2024-07-01,2024,7,Jul,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Accessories,198,73.06,8,13.25,59.81,0.8186,0.369
2024-07-01,2024,7,Jul,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Sports & Leisure,77,34.62,8,9.68,24.939999999999998,0.7204,0.45
2024-08-01,2024,8,Aug,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Clothing,604,714.05,72,143.52,570.53,0.799,1.182
2024-08-01,2024,8,Aug,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Furniture,293,342.24,16,77.76,264.48,0.7728,1.168
2024-08-01,2024,8,Aug,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Electronics,308,125.33,2,27.58,97.75,0.7799,0.407
2024-08-01,2024,8,Aug,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Books & Media,155,167.48,15,45.99,121.48999999999998,0.7254,1.081
2024-08-01,2024,8,Aug,Q3,S01,West Palm Beach - Okeechobee,Palm Beaches,Palm Beach,Full,Housewares,328,242.62,34,44.29,198.33,0.8175,0.74
